1.0000000000000000e+00 4.3732955001043505e-01 1.0000000000000000e+00 1.0000000000000000e+00
2.0000000000000000e+00 3.8260486777618669e-01 4.9594271623783145e-03 5.6571654757867525e-03
4.0000000000000000e+00 -2.6718357725735237e-02 1.7268495418479920e-05 4.6533909581771139e-05
5.0000000000000000e+00 5.0460056153052713e-01 1.7134973147072363e-06 1.4411857694966826e-06
7.0000000000000000e+00 8.7111019486281493e-01 7.3469961436421782e-07 1.2927997532081788e-07
8.0000000000000000e+00 -9.9284711425669769e-01 2.4052568221174657e-08 1.7118132984659825e-05
1.0000000000000000e+01 9.9394305157388196e-01 3.5183328908003059e-06 2.7301109712511597e-08
1.1000000000000000e+01 -6.9747889235270177e-01 8.6776115276224313e-07 1.2438017155495900e-05
1.3000000000000000e+01 9.6518059684620539e-01 1.5205267141455279e-05 6.8820077331986503e-07
1.4000000000000000e+01 -4.4572263044465493e-01 1.4803954146996115e-06 9.8636535525420970e-06
1.6000000000000000e+01 9.9068830061531421e-01 2.8654636055767342e-05 3.4239138305361859e-07
1.7000000000000000e+01 8.1732916540566844e-02 4.5428085551373416e-08 9.8508941622743953e-08
1.9000000000000000e+01 9.9491241497091409e-01 7.1464495075777781e-07 4.6556510728471513e-09
2.0000000000000000e+01 3.4956460318036658e-01 1.6906053899768458e-10 2.0813972889810749e-10
2.2000000000000000e+01 9.9320689801974782e-01 1.6087331275040120e-09 1.4005609216926046e-11
2.3000000000000000e+01 9.4035534784392627e-01 2.8108957170955784e-12 2.2071772881384485e-13
2.5000000000000000e+01 9.4603302725800942e-01 3.6009865921843323e-13 2.5509479743669127e-14
2.6000000000000000e+01 7.6224961819532477e-01 2.4936317176685357e-15 8.5938616493322415e-16
2.8000000000000000e+01 6.8456953250099939e-01 1.1073427013760942e-15 5.2966221459982260e-16
2.9000000000000000e+01 4.0201912856658740e-03 1.9912267739640977e-16 5.0458119056522494e-16
