5.0017	254.89	49.43	102.97
5.0079	268.5	54.051	115.83
5.0142	284.51	61.037	131.68
5.0204	296.14	65.44	150.75
5.0267	309.19	72.596	180.14
5.033	323.42	74.928	205.8
5.0393	341.55	85.026	236.2
5.0456	361.92	89.663	273.31
5.0519	397.56	96.683	324.22
5.0583	448.24	107.96	388.18
5.0647	505.28	114.3	460.12
5.071	586.46	124.1	538.65
5.0774	663.78	130.68	606.33
5.0838	771.9	146.01	696.05
5.0902	898.05	169.18	795.44
5.0966	1037	196.82	901.16
5.1031	1183.2	235.05	1002.3
5.1095	1340.4	275.57	1103.6
5.116	1500.8	319.23	1226.1
5.1225	1682.7	380.36	1382.2
5.129	1874.2	446.36	1532.1
5.1355	2073.3	533.16	1657.6
5.142	2278	635.46	1753.3
5.1486	2498.7	778.59	1841.6
5.1551	2689.7	966.01	1915
5.1617	2866.3	1240.5	1985.7
5.1682	2991.1	1602	2007.2
5.1748	3067.6	2076.9	1989
5.1814	3100.6	2644.4	1941.7
5.1881	3094.9	3235.1	1875.7
5.1947	3019.5	3775	1751.8
5.2014	2857.1	4236.8	1559.5
5.208	2599.3	4509.4	1347.6
5.2147	2305.7	4497.1	1164.7
5.2214	2025.9	4338.1	994.39
5.2281	1755.1	3992.2	836.62
5.2348	1526.3	3499.4	685.76
5.2416	1355.1	2940.9	551.27
5.2483	1225.4	2352.6	457.56
5.2551	1150.7	1813.5	393.84
5.2618	1115.9	1378.7	367.34
5.2686	1109.5	1019.8	342.07
5.2754	1102.2	759.34	331.36
5.2823	1084.8	572.06	333.99
5.2891	1077.7	431.73	356.36
5.296	1040.2	327.07	376.74
5.3028	971.48	261.65	385.81
5.3097	883.86	219.67	390.02
5.3166	770.83	189.03	384.61
5.3235	666.6	171.25	379.1
5.3305	566.05	156.68	369.38
5.3374	483.54	145.66	349.36
5.3444	418.82	136.94	328.38
5.3513	372.18	133.59	311.06
5.3583	338.8	123.29	285.6
5.3653	328.34	119.46	259.7
5.3723	327.56	121.74	229.97
5.3794	326.74	115.15	198.76
5.3864	336.14	116.83	183.97
5.3935	347.81	125.54	169.87
5.4006	347.14	133.86	149.96
5.4077	340.59	153.3	136.75
5.4148	333.77	183.16	125.56
5.4219	328.32	227.06	111.46
5.4291	314.33	278.02	98.314
