1.0000000000000000e+00 -1.2510233042578461e-01 1.0000000000000000e+00 1.0000000000000000e+00
2.0000000000000000e+00 -9.1248176475762210e-01 3.4409584908287314e-03 5.8471390286341830e-02
4.0000000000000000e+00 -9.9942909795910484e-01 1.7287315975417727e-08 4.7080082818856160e-05
5.0000000000000000e+00 -7.2718413686693920e-02 9.1699774006918892e-06 8.2491196062690893e-06
7.0000000000000000e+00 3.5249379388353508e-01 3.5138253094663222e-08 1.3081394906262149e-08
8.0000000000000000e+00 8.0146642268848456e-01 1.8076265132800619e-08 1.5491081345322177e-09
1.0000000000000000e+01 -9.2595005301110911e-01 7.8390872352772890e-09 1.5854443440341681e-07
1.1000000000000000e+01 -1.1363215682817152e-01 1.3990545539521130e-08 1.3668713987224099e-08
1.3000000000000000e+01 -7.3731769729261398e-01 7.3953642721426188e-09 3.8034107988909086e-08
1.4000000000000000e+01 6.6361688398650631e-01 1.2346077841714894e-08 1.9412216051797104e-09
1.6000000000000000e+01 -8.3363342840642651e-01 1.9198819962373485e-09 1.6454558058883049e-08
1.7000000000000000e+01 -3.3896654723820902e-01 7.2438467344953408e-09 1.1409872117645834e-08
1.9000000000000000e+01 1.4849959847431937e-01 3.8542883222050318e-08 2.2220992052899879e-08
2.0000000000000000e+01 -1.8567324739574745e-01 9.7120708914274631e-09 1.0996219427369052e-08
2.2000000000000000e+01 -7.7226612543326312e-01 6.4113703246974068e-10 3.8798720139780466e-09
2.3000000000000000e+01 -5.6483137977830111e-01 6.9378023230806495e-10 1.9399794626524119e-09
2.5000000000000000e+01 5.9908048056868279e-02 1.6948734699662852e-10 1.1689734892715594e-10
2.6000000000000000e+01 -1.7179084593198618e-01 1.0320183426386128e-11 1.1354361740708346e-11
2.8000000000000000e+01 -2.0276156812925464e-01 5.9621327904127430e-13 6.9945245109021942e-13
2.9000000000000000e+01 -2.1960647895060668e-02 5.8600151848178426e-13 4.7614784221471079e-13
